S.No,Name,Publisher,Architecture,ResourceId,Version,PackageFullName,InstallLocation,IsFramework,PackageFamilyName,PublisherId,PackageUserInformation,IsResourcePackage,IsBundle,IsDevelopmentMode,NonRemovable,IsPartiallyStaged,SignatureKind,Status,Dependencies
177,Microsoft.Microsoft3DViewer,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X64,,7.2407.16012.0,Microsoft.Microsoft3DViewer_7.2407.16012.0_x64__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.Microsoft3DViewer_7.2407.16012.0_x64__8wekyb3d8bbwe,FALSE,Microsoft.Microsoft3DViewer_8wekyb3d8bbwe,8wekyb3d8bbwe,"{S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: Installed, S-1-5-21-1428617228-3619789452-947911753-1002 [S-1-5-21-1428617228-3619789452-947911753-1002]:  Staged}",FALSE,FALSE,FALSE,FALSE,FALSE,Store,"Modified, DependencyIssue, NeedsRemediation","{Microsoft.VCLibs.140.00.UWPDesktop_14.0.33728.0_x64__8wekyb3d8bbwe, Microsoft.UI.Xaml.2.7_7.2208.15002.0_x64__8wekyb3d8bbwe,  Microsoft.NET.Native.Framework.2.2_2.2.29512.0_x64__8wekyb3d8bbwe, Microsoft.NET.Native.Runtime.2.2_2.2.28604.0_x64__8wekyb3d8bbwe...}"
178,Microsoft.StorePurchaseApp,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X64,,22408.1401.0.0,Microsoft.StorePurchaseApp_22408.1401.0.0_x64__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.StorePurchaseApp_22408.1401.0.0_x64__8wekyb3d8bbwe,FALSE,Microsoft.StorePurchaseApp_8wekyb3d8bbwe,8wekyb3d8bbwe,{S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: Installed},FALSE,FALSE,FALSE,FALSE,FALSE,Store,"Modified, DependencyIssue, NeedsRemediation","{Microsoft.UI.Xaml.2.8_8.2310.30001.0_x64__8wekyb3d8bbwe, Microsoft.NET.Native.Framework.2.2_2.2.29512.0_x64__8wekyb3d8bbwe,  Microsoft.NET.Native.Runtime.2.2_2.2.28604.0_x64__8wekyb3d8bbwe, Microsoft.VCLibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe...}"
179,Microsoft.Windows.DevHomeGitHubExtension,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X64,,0.1800.625.0,Microsoft.Windows.DevHomeGitHubExtension_0.1800.625.0_x64__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.Windows.DevHomeGitHubExtension_0.1800.625.0_x64__8wekyb3d8bbwe,FALSE,Microsoft.Windows.DevHomeGitHubExtension_8wekyb3d8bbwe,8wekyb3d8bbwe,{S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: Installed},FALSE,FALSE,FALSE,FALSE,FALSE,Store,"Modified, DependencyIssue, NeedsRemediation",{Microsoft.WindowsAppRuntime.1.5_5001.275.500.0_x64__8wekyb3d8bbwe}
180,AD2F1837.HPPCHardwareDiagnosticsWindows,CN=ED346674-0FA1-4272-85CE-3187C9C86E26,X64,,2.6.3.0,AD2F1837.HPPCHardwareDiagnosticsWindows_2.6.3.0_x64__v10z8vjag6ke6,C:\Program Files\WindowsApps\AD2F1837.HPPCHardwareDiagnosticsWindows_2.6.3.0_x64__v10z8vjag6ke6,FALSE,AD2F1837.HPPCHardwareDiagnosticsWindows_v10z8vjag6ke6,v10z8vjag6ke6,"{S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: Installed, S-1-5-21-1428617228-3619789452-947911753-1002 [S-1-5-21-1428617228-3619789452-947911753-1002]:  Staged}",FALSE,FALSE,FALSE,FALSE,FALSE,Store,Ok,
181,Microsoft.BingWeather,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X64,,4.53.62621.0,Microsoft.BingWeather_4.53.62621.0_x64__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.BingWeather_4.53.62621.0_x64__8wekyb3d8bbwe,FALSE,Microsoft.BingWeather_8wekyb3d8bbwe,8wekyb3d8bbwe,"{S-1-5-21-1428617228-3619789452-947911753-1002 [S-1-5-21-1428617228-3619789452-947911753-1002]: Staged, S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]:  Installed}",FALSE,FALSE,FALSE,FALSE,FALSE,Store,DependencyIssue,"{Microsoft.UI.Xaml.2.8_8.2310.30001.0_x64__8wekyb3d8bbwe, Microsoft.NET.Native.Framework.2.2_2.2.29512.0_x64__8wekyb3d8bbwe,  Microsoft.NET.Native.Runtime.2.2_2.2.28604.0_x64__8wekyb3d8bbwe, Microsoft.VCLibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe...}"
182,Microsoft.WindowsAppRuntime.1.5,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X86,,5001.275.500.0,Microsoft.WindowsAppRuntime.1.5_5001.275.500.0_x86__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.1.5_5001.275.500.0_x86__8wekyb3d8bbwe,TRUE,Microsoft.WindowsAppRuntime.1.5_8wekyb3d8bbwe,8wekyb3d8bbwe,{S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: Installed},FALSE,FALSE,FALSE,FALSE,FALSE,Store,Ok,
183,Microsoft.WindowsAppRuntime.1.5,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X64,,5001.275.500.0,Microsoft.WindowsAppRuntime.1.5_5001.275.500.0_x64__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.1.5_5001.275.500.0_x64__8wekyb3d8bbwe,TRUE,Microsoft.WindowsAppRuntime.1.5_8wekyb3d8bbwe,8wekyb3d8bbwe,{S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: Installed},FALSE,FALSE,FALSE,FALSE,FALSE,Store,"Modified, NeedsRemediation",
184,Microsoft.WindowsCamera,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X64,,2024.2408.1.0,Microsoft.WindowsCamera_2024.2408.1.0_x64__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.WindowsCamera_2024.2408.1.0_x64__8wekyb3d8bbwe,FALSE,Microsoft.WindowsCamera_8wekyb3d8bbwe,8wekyb3d8bbwe,"{S-1-5-21-1428617228-3619789452-947911753-1002 [S-1-5-21-1428617228-3619789452-947911753-1002]: Staged, S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]:  Installed}",FALSE,FALSE,FALSE,FALSE,FALSE,Store,DependencyIssue,"{Microsoft.UI.Xaml.2.8_8.2310.30001.0_x64__8wekyb3d8bbwe, Microsoft.NET.Native.Framework.2.2_2.2.29512.0_x64__8wekyb3d8bbwe,  Microsoft.NET.Native.Runtime.2.2_2.2.28604.0_x64__8wekyb3d8bbwe, Microsoft.VCLibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe...}"
185,Microsoft.WindowsAlarms,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X64,,11.2408.9.0,Microsoft.WindowsAlarms_11.2408.9.0_x64__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.WindowsAlarms_11.2408.9.0_x64__8wekyb3d8bbwe,FALSE,Microsoft.WindowsAlarms_8wekyb3d8bbwe,8wekyb3d8bbwe,"{S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: Installed, S-1-5-21-1428617228-3619789452-947911753-1002 [S-1-5-21-1428617228-3619789452-947911753-1002]:  Staged}",FALSE,FALSE,FALSE,FALSE,FALSE,Store,"Modified, DependencyIssue, NeedsRemediation","{Microsoft.UI.Xaml.2.8_8.2310.30001.0_x64__8wekyb3d8bbwe, Microsoft.NET.Native.Framework.2.2_2.2.29512.0_x64__8wekyb3d8bbwe,  Microsoft.NET.Native.Runtime.2.2_2.2.28604.0_x64__8wekyb3d8bbwe, Microsoft.VCLibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe...}"
186,AD2F1837.HPSupportAssistant,CN=ED346674-0FA1-4272-85CE-3187C9C86E26,X64,,9.39.17.0,AD2F1837.HPSupportAssistant_9.39.17.0_x64__v10z8vjag6ke6,C:\Program Files\WindowsApps\AD2F1837.HPSupportAssistant_9.39.17.0_x64__v10z8vjag6ke6,FALSE,AD2F1837.HPSupportAssistant_v10z8vjag6ke6,v10z8vjag6ke6,"{S-1-5-21-1428617228-3619789452-947911753-1002 [S-1-5-21-1428617228-3619789452-947911753-1002]: Staged, S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]:  Installed}",FALSE,FALSE,FALSE,FALSE,FALSE,Store,Ok,"{Microsoft.VCLibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe, Microsoft.NET.Native.Framework.1.3_1.3.24211.0_x64__8wekyb3d8bbwe,  Microsoft.NET.Native.Runtime.1.4_1.4.24201.0_x64__8wekyb3d8bbwe}"
187,Microsoft.ZuneVideo,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X64,,10.24081.10111.0,Microsoft.ZuneVideo_10.24081.10111.0_x64__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.ZuneVideo_10.24081.10111.0_x64__8wekyb3d8bbwe,FALSE,Microsoft.ZuneVideo_8wekyb3d8bbwe,8wekyb3d8bbwe,"{S-1-5-21-1428617228-3619789452-947911753-1002 [S-1-5-21-1428617228-3619789452-947911753-1002]: Staged, S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]:  Installed}",FALSE,FALSE,FALSE,FALSE,FALSE,Store,Ok,"{Microsoft.VCLibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe, Microsoft.UI.Xaml.2.8_8.2310.30001.0_x64__8wekyb3d8bbwe,  Microsoft.VCLibs.140.00.UWPDesktop_14.0.33728.0_x64__8wekyb3d8bbwe, Microsoft.ZuneVideo_10.24081.10111.0_neutral_split.language-ta_8wekyb3d8bbwe...}"
188,Microsoft.LanguageExperiencePackta-IN,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",Neutral,,19041.52.182.0,Microsoft.LanguageExperiencePackta-IN_19041.52.182.0_neutral__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackta-IN_19041.52.182.0_neutral__8wekyb3d8bbwe,FALSE,Microsoft.LanguageExperiencePackta-IN_8wekyb3d8bbwe,8wekyb3d8bbwe,"{S-1-5-21-1428617228-3619789452-947911753-1002 [S-1-5-21-1428617228-3619789452-947911753-1002]: Staged, S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]:  Installed}",FALSE,FALSE,FALSE,FALSE,FALSE,Store,Ok,
189,Microsoft.Windows.Photos,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X64,,2024.11100.16009.0,Microsoft.Windows.Photos_2024.11100.16009.0_x64__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2024.11100.16009.0_x64__8wekyb3d8bbwe,FALSE,Microsoft.Windows.Photos_8wekyb3d8bbwe,8wekyb3d8bbwe,"{S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: Installed, S-1-5-21-1428617228-3619789452-947911753-1002 [S-1-5-21-1428617228-3619789452-947911753-1002]:  Staged}",FALSE,FALSE,FALSE,FALSE,FALSE,Store,"Modified, NeedsRemediation","{Microsoft.Photos.MediaEngineDLC_1.0.0.0_x64__8wekyb3d8bbwe, Microsoft.Windows.Photos.DLC.Main_2021.39122.10110.0_x64__8wekyb3d8bbwe,  Microsoft.WindowsAppRuntime.1.5_5001.275.500.0_x64__8wekyb3d8bbwe, Microsoft.VCLibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe...}"
190,Microsoft.WindowsTerminal,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X64,,1.21.2911.0,Microsoft.WindowsTerminal_1.21.2911.0_x64__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.21.2911.0_x64__8wekyb3d8bbwe,FALSE,Microsoft.WindowsTerminal_8wekyb3d8bbwe,8wekyb3d8bbwe,{S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: Installed},FALSE,FALSE,FALSE,FALSE,FALSE,Store,Ok,{Microsoft.UI.Xaml.2.8_8.2310.30001.0_x64__8wekyb3d8bbwe}
191,Microsoft.Windows.Search,"CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",Neutral,neutral,1.14.17.19041,Microsoft.Windows.Search_1.14.17.19041_neutral_neutral_cw5n1h2txyewy,C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy,FALSE,Microsoft.Windows.Search_cw5n1h2txyewy,cw5n1h2txyewy,{S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: Installed},FALSE,FALSE,FALSE,TRUE,FALSE,System,Ok,
192,Microsoft.Windows.ShellExperienceHost,"CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",Neutral,neutral,10.0.19041.5072,Microsoft.Windows.ShellExperienceHost_10.0.19041.5072_neutral_neutral_cw5n1h2txyewy,C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy,FALSE,Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy,cw5n1h2txyewy,{S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: Installed},FALSE,FALSE,FALSE,TRUE,FALSE,System,Ok,
193,Microsoft.Windows.StartMenuExperienceHost,"CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",Neutral,neutral,10.0.19041.5072,Microsoft.Windows.StartMenuExperienceHost_10.0.19041.5072_neutral_neutral_cw5n1h2txyewy,C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy,FALSE,Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy,cw5n1h2txyewy,{S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: Installed},FALSE,FALSE,FALSE,TRUE,FALSE,System,Ok,
194,CanonicalGroupLimited.Ubuntu,CN=23596F84-C3EA-4CD8-A7DF-550DCE37BCD0,X64,,2404.1.66.0,CanonicalGroupLimited.Ubuntu_2404.1.66.0_x64__79rhkp1fndgsc,C:\Program Files\WindowsApps\CanonicalGroupLimited.Ubuntu_2404.1.66.0_x64__79rhkp1fndgsc,FALSE,CanonicalGroupLimited.Ubuntu_79rhkp1fndgsc,79rhkp1fndgsc,{S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: Installed},FALSE,FALSE,FALSE,FALSE,FALSE,Store,Ok,{CanonicalGroupLimited.Ubuntu_2404.1.66.0_neutral_split.scale-100_79rhkp1fndgsc}
195,Microsoft.UI.Xaml.2.7,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X64,,7.2409.9001.0,Microsoft.UI.Xaml.2.7_7.2409.9001.0_x64__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.UI.Xaml.2.7_7.2409.9001.0_x64__8wekyb3d8bbwe,TRUE,Microsoft.UI.Xaml.2.7_8wekyb3d8bbwe,8wekyb3d8bbwe,{S-1-5-18 [S-1-5-18]: Staged},FALSE,FALSE,FALSE,FALSE,FALSE,Store,"DeploymentInProgress, Servicing",
196,Microsoft.UI.Xaml.2.7,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X86,,7.2409.9001.0,Microsoft.UI.Xaml.2.7_7.2409.9001.0_x86__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.UI.Xaml.2.7_7.2409.9001.0_x86__8wekyb3d8bbwe,TRUE,Microsoft.UI.Xaml.2.7_8wekyb3d8bbwe,8wekyb3d8bbwe,{S-1-5-18 [S-1-5-18]: Staged},FALSE,FALSE,FALSE,FALSE,FALSE,Store,"DeploymentInProgress, Servicing",
197,Microsoft.EdgeDevtoolsPlugin,"CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",Neutral,neutral,10.0.19041.4239,Microsoft.EdgeDevtoolsPlugin_10.0.19041.4239_neutral_neutral_cw5n1h2txyewy,C:\Windows\SystemApps\Microsoft.EdgeDevtoolsPlugin_cw5n1h2txyewy,FALSE,Microsoft.EdgeDevtoolsPlugin_cw5n1h2txyewy,cw5n1h2txyewy,{S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: Installed},FALSE,FALSE,FALSE,TRUE,FALSE,System,Ok,
198,Microsoft.WindowsCalculator,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X64,,11.2409.0.0,Microsoft.WindowsCalculator_11.2409.0.0_x64__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.WindowsCalculator_11.2409.0.0_x64__8wekyb3d8bbwe,FALSE,Microsoft.WindowsCalculator_8wekyb3d8bbwe,8wekyb3d8bbwe,"{S-1-5-21-1428617228-3619789452-947911753-1002 [S-1-5-21-1428617228-3619789452-947911753-1002]: Staged, S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]:  Installed}",FALSE,FALSE,FALSE,FALSE,FALSE,Store,DependencyIssue,"{Microsoft.UI.Xaml.2.8_8.2310.30001.0_x64__8wekyb3d8bbwe, Microsoft.NET.Native.Framework.2.2_2.2.29512.0_x64__8wekyb3d8bbwe,  Microsoft.NET.Native.Runtime.2.2_2.2.28604.0_x64__8wekyb3d8bbwe, Microsoft.VCLibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe...}"
199,Microsoft.PowerShell,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X64,,7.4.6.0,Microsoft.PowerShell_7.4.6.0_x64__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.PowerShell_7.4.6.0_x64__8wekyb3d8bbwe,FALSE,Microsoft.PowerShell_8wekyb3d8bbwe,8wekyb3d8bbwe,{S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: Installed},FALSE,FALSE,FALSE,FALSE,FALSE,Store,Ok,
200,Microsoft.DesktopAppInstaller,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X64,,1.24.25180.0,Microsoft.DesktopAppInstaller_1.24.25180.0_x64__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.DesktopAppInstaller_1.24.25180.0_x64__8wekyb3d8bbwe,FALSE,Microsoft.DesktopAppInstaller_8wekyb3d8bbwe,8wekyb3d8bbwe,{S-1-5-21-1428617228-3619789452-947911753-1002 [S-1-5-21-1428617228-3619789452-947911753-1002]: Staged},FALSE,FALSE,FALSE,FALSE,FALSE,Store,Ok,
201,Microsoft.XboxApp,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X64,,48.104.4001.0,Microsoft.XboxApp_48.104.4001.0_x64__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.XboxApp_48.104.4001.0_x64__8wekyb3d8bbwe,FALSE,Microsoft.XboxApp_8wekyb3d8bbwe,8wekyb3d8bbwe,"{S-1-5-21-1428617228-3619789452-947911753-1002 [S-1-5-21-1428617228-3619789452-947911753-1002]: Staged, S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]:  Installed}",FALSE,FALSE,FALSE,FALSE,FALSE,Store,Ok,"{Microsoft.NET.Native.Framework.1.7_1.7.27413.0_x64__8wekyb3d8bbwe, Microsoft.NET.Native.Runtime.1.7_1.7.27422.0_x64__8wekyb3d8bbwe,  Microsoft.VCLibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe, Microsoft.VCLibs.140.00.UWPDesktop_14.0.33728.0_x64__8wekyb3d8bbwe}"
202,Microsoft.GetHelp,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X64,,10.2409.22951.0,Microsoft.GetHelp_10.2409.22951.0_x64__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.GetHelp_10.2409.22951.0_x64__8wekyb3d8bbwe,FALSE,Microsoft.GetHelp_8wekyb3d8bbwe,8wekyb3d8bbwe,"{S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: Installed, S-1-5-21-1428617228-3619789452-947911753-1002 [S-1-5-21-1428617228-3619789452-947911753-1002]:  Staged}",FALSE,FALSE,FALSE,FALSE,FALSE,Store,Ok,"{Microsoft.WindowsAppRuntime.1.4_4000.1309.2056.0_x64__8wekyb3d8bbwe, Microsoft.VCLibs.140.00.UWPDesktop_14.0.33728.0_x64__8wekyb3d8bbwe}"
203,Microsoft.WidgetsPlatformRuntime,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X64,,1.6.1.0,Microsoft.WidgetsPlatformRuntime_1.6.1.0_x64__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.1.0_x64__8wekyb3d8bbwe,FALSE,Microsoft.WidgetsPlatformRuntime_8wekyb3d8bbwe,8wekyb3d8bbwe,{S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: Installed},FALSE,FALSE,FALSE,FALSE,FALSE,Store,Ok,"{Microsoft.VCLibs.140.00.UWPDesktop_14.0.33728.0_x64__8wekyb3d8bbwe, Microsoft.VCLibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe}"
204,Microsoft.HEIFImageExtension,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X64,,1.2.3.0,Microsoft.HEIFImageExtension_1.2.3.0_x64__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.HEIFImageExtension_1.2.3.0_x64__8wekyb3d8bbwe,FALSE,Microsoft.HEIFImageExtension_8wekyb3d8bbwe,8wekyb3d8bbwe,"{S-1-5-21-1428617228-3619789452-947911753-1002 [S-1-5-21-1428617228-3619789452-947911753-1002]: Staged, S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]:  Installed}",FALSE,FALSE,FALSE,FALSE,FALSE,Store,Ok,
205,Microsoft.MicrosoftStickyNotes,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X64,,6.1.4.0,Microsoft.MicrosoftStickyNotes_6.1.4.0_x64__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.MicrosoftStickyNotes_6.1.4.0_x64__8wekyb3d8bbwe,FALSE,Microsoft.MicrosoftStickyNotes_8wekyb3d8bbwe,8wekyb3d8bbwe,"{S-1-5-21-1428617228-3619789452-947911753-1002 [S-1-5-21-1428617228-3619789452-947911753-1002]: Staged, S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]:  Installed}",FALSE,FALSE,FALSE,FALSE,FALSE,Store,DependencyIssue,"{Microsoft.VCLibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe, Microsoft.NET.Native.Framework.2.2_2.2.29512.0_x64__8wekyb3d8bbwe,  Microsoft.NET.Native.Runtime.2.2_2.2.28604.0_x64__8wekyb3d8bbwe, Microsoft.MicrosoftStickyNotes_6.1.4.0_neutral_split.language-ta_8wekyb3d8bbwe...}"
206,AppUp.IntelGraphicsExperience,CN=EB51A5DA-0E72-4863-82E4-EA21C1F8DFE3,X64,,1.100.5688.0,AppUp.IntelGraphicsExperience_1.100.5688.0_x64__8j3eq9eme6ctt,C:\Program Files\WindowsApps\AppUp.IntelGraphicsExperience_1.100.5688.0_x64__8j3eq9eme6ctt,FALSE,AppUp.IntelGraphicsExperience_8j3eq9eme6ctt,8j3eq9eme6ctt,{S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: Installed},FALSE,FALSE,FALSE,FALSE,FALSE,Store,DependencyIssue,"{Microsoft.VCLibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe, Microsoft.NET.Native.Framework.2.2_2.2.29512.0_x64__8wekyb3d8bbwe,  Microsoft.NET.Native.Runtime.2.2_2.2.28604.0_x64__8wekyb3d8bbwe, AppUp.IntelGraphicsExperience_1.100.5688.0_neutral_split.scale-100_8j3eq9eme6ctt}"
207,Microsoft.WindowsFeedbackHub,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X64,,1.2410.25104.0,Microsoft.WindowsFeedbackHub_1.2410.25104.0_x64__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.WindowsFeedbackHub_1.2410.25104.0_x64__8wekyb3d8bbwe,FALSE,Microsoft.WindowsFeedbackHub_8wekyb3d8bbwe,8wekyb3d8bbwe,"{S-1-5-21-1428617228-3619789452-947911753-1002 [S-1-5-21-1428617228-3619789452-947911753-1002]: Staged, S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]:  Installed}",FALSE,FALSE,FALSE,FALSE,FALSE,Store,DependencyIssue,"{Microsoft.UI.Xaml.2.8_8.2310.30001.0_x64__8wekyb3d8bbwe, Microsoft.NET.Native.Framework.2.2_2.2.29512.0_x64__8wekyb3d8bbwe,  Microsoft.NET.Native.Runtime.2.2_2.2.28604.0_x64__8wekyb3d8bbwe, Microsoft.VCLibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe...}"
208,MicrosoftCorporationII.WinAppRuntime.Main.1.5,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X64,,5001.275.500.0,MicrosoftCorporationII.WinAppRuntime.Main.1.5_5001.275.500.0_x64__8wekyb3d8bbwe,C:\Program Files\WindowsApps\MicrosoftCorporationII.WinAppRuntime.Main.1.5_5001.275.500.0_x64__8wekyb3d8bbwe,FALSE,MicrosoftCorporationII.WinAppRuntime.Main.1.5_8wekyb3d8bbwe,8wekyb3d8bbwe,{S-1-5-18 [S-1-5-18]: Paused},FALSE,FALSE,FALSE,FALSE,FALSE,Store,DependencyIssue,{Microsoft.WindowsAppRuntime.1.5_5001.275.500.0_x64__8wekyb3d8bbwe}
209,Microsoft.WinAppRuntime.DDLM.5001.275.500.0-x6,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X64,,5001.275.500.0,Microsoft.WinAppRuntime.DDLM.5001.275.500.0-x6_5001.275.500.0_x64__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.WinAppRuntime.DDLM.5001.275.500.0-x6_5001.275.500.0_x64__8wekyb3d8bbwe,FALSE,Microsoft.WinAppRuntime.DDLM.5001.275.500.0-x6_8wekyb3d8bbwe,8wekyb3d8bbwe,{S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: Installed},FALSE,FALSE,FALSE,FALSE,FALSE,Developer,"Modified, NeedsRemediation",{Microsoft.WindowsAppRuntime.1.5_5001.275.500.0_x64__8wekyb3d8bbwe}
210,Microsoft.WinAppRuntime.DDLM.5001.275.500.0-x8,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X86,,5001.275.500.0,Microsoft.WinAppRuntime.DDLM.5001.275.500.0-x8_5001.275.500.0_x86__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.WinAppRuntime.DDLM.5001.275.500.0-x8_5001.275.500.0_x86__8wekyb3d8bbwe,FALSE,Microsoft.WinAppRuntime.DDLM.5001.275.500.0-x8_8wekyb3d8bbwe,8wekyb3d8bbwe,{S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: Installed},FALSE,FALSE,FALSE,FALSE,FALSE,Developer,"DeploymentInProgress, Servicing",{Microsoft.WindowsAppRuntime.1.5_5001.311.2039.0_x86__8wekyb3d8bbwe}
