S.No,Name,Publisher,Architecture,ResourceId,Version,PackageFullName,InstallLocation,IsFramework,PackageFamilyName,PublisherId,PackageUserInformation,IsResourcePackage,IsBundle,IsDevelopmentMode,NonRemovable,IsPartiallyStaged,SignatureKind,Status,Dependencies
211,Microsoft.Winget.Source,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",Neutral,,2024.1113.951.5,Microsoft.Winget.Source_2024.1113.951.5_neutral__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.Winget.Source_2024.1113.951.5_neutral__8wekyb3d8bbwe,FALSE,Microsoft.Winget.Source_8wekyb3d8bbwe,8wekyb3d8bbwe,{S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: Installed},FALSE,FALSE,FALSE,FALSE,FALSE,Store,Ok,
212,MicrosoftCorporationII.WindowsSubsystemForLinux,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X64,,2.3.26.0,MicrosoftCorporationII.WindowsSubsystemForLinux_2.3.26.0_x64__8wekyb3d8bbwe,C:\Program Files\WindowsApps\MicrosoftCorporationII.WindowsSubsystemForLinux_2.3.26.0_x64__8wekyb3d8bbwe,FALSE,MicrosoftCorporationII.WindowsSubsystemForLinux_8wekyb3d8bbwe,8wekyb3d8bbwe,{S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: Installed},FALSE,FALSE,FALSE,FALSE,FALSE,Store,Ok,
213,Microsoft.WindowsStore,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X64,,22410.1401.2.0,Microsoft.WindowsStore_22410.1401.2.0_x64__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.WindowsStore_22410.1401.2.0_x64__8wekyb3d8bbwe,FALSE,Microsoft.WindowsStore_8wekyb3d8bbwe,8wekyb3d8bbwe,"{S-1-5-21-1428617228-3619789452-947911753-1002 [S-1-5-21-1428617228-3619789452-947911753-1002]: Staged, S-1-5-21-1428617228-3619789452 947911753-1001 [adnan]: Installed}",FALSE,FALSE,FALSE,FALSE,FALSE,Store,DependencyIssue,"{Microsoft.NET.Native.Framework.2.2_2.2.29512.0_x64__8wekyb3d8bbwe, Microsoft.NET.Native.Runtime.2.2_2.2.28604.0_x64__8wekyb3d8bbwe,  Microsoft.VCLibs.140.00.UWPDesktop_14.0.33728.0_x64__8wekyb3d8bbwe, Microsoft.VCLibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe...}"
214,Microsoft.WindowsAppRuntime.1.5,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X86,,5001.311.2039.0,Microsoft.WindowsAppRuntime.1.5_5001.311.2039.0_x86__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.1.5_5001.311.2039.0_x86__8wekyb3d8bbwe,TRUE,Microsoft.WindowsAppRuntime.1.5_8wekyb3d8bbwe,8wekyb3d8bbwe,"{S-1-5-18 [S-1-5-18]: Staged, S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: 3}",FALSE,FALSE,FALSE,FALSE,FALSE,Store,"DeploymentInProgress, Servicing",
215,Microsoft.WindowsAppRuntime.1.6,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X64,,6000.311.13.0,Microsoft.WindowsAppRuntime.1.6_6000.311.13.0_x64__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.1.6_6000.311.13.0_x64__8wekyb3d8bbwe,TRUE,Microsoft.WindowsAppRuntime.1.6_8wekyb3d8bbwe,8wekyb3d8bbwe,{S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: Installed},FALSE,FALSE,FALSE,FALSE,FALSE,Store,Ok,
216,Microsoft.WindowsAppRuntime.1.6,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X86,,6000.311.13.0,Microsoft.WindowsAppRuntime.1.6_6000.311.13.0_x86__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.1.6_6000.311.13.0_x86__8wekyb3d8bbwe,TRUE,Microsoft.WindowsAppRuntime.1.6_8wekyb3d8bbwe,8wekyb3d8bbwe,{S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: Installed},FALSE,FALSE,FALSE,FALSE,FALSE,Store,Ok,
217,Microsoft.WindowsAppRuntime.1.5,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X64,,5001.311.2039.0,Microsoft.WindowsAppRuntime.1.5_5001.311.2039.0_x64__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.1.5_5001.311.2039.0_x64__8wekyb3d8bbwe,TRUE,Microsoft.WindowsAppRuntime.1.5_8wekyb3d8bbwe,8wekyb3d8bbwe,{S-1-5-18 [S-1-5-18]: Staged},FALSE,FALSE,FALSE,FALSE,FALSE,Store,"DeploymentInProgress, Servicing",
218,MicrosoftCorporationII.WinAppRuntime.Singleton,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X64,,6000.311.13.0,MicrosoftCorporationII.WinAppRuntime.Singleton_6000.311.13.0_x64__8wekyb3d8bbwe,C:\Program Files\WindowsApps\MicrosoftCorporationII.WinAppRuntime.Singleton_6000.311.13.0_x64__8wekyb3d8bbwe,FALSE,MicrosoftCorporationII.WinAppRuntime.Singleton_8wekyb3d8bbwe,8wekyb3d8bbwe,{S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: Installed},FALSE,FALSE,FALSE,FALSE,FALSE,Store,Ok,{Microsoft.WindowsAppRuntime.1.6_6000.311.13.0_x64__8wekyb3d8bbwe}
219,MicrosoftCorporationII.WinAppRuntime.Main.1.5,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X64,,5001.311.2039.0,MicrosoftCorporationII.WinAppRuntime.Main.1.5_5001.311.2039.0_x64__8wekyb3d8bbwe,C:\Program Files\WindowsApps\MicrosoftCorporationII.WinAppRuntime.Main.1.5_5001.311.2039.0_x64__8wekyb3d8bbwe,FALSE,MicrosoftCorporationII.WinAppRuntime.Main.1.5_8wekyb3d8bbwe,8wekyb3d8bbwe,"{S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: Installed, S-1-5-18 [S-1-5-18]: Staged}",FALSE,FALSE,FALSE,FALSE,FALSE,Store,"Modified, DeploymentInProgress, Servicing, NeedsRemediation",
220,Microsoft.MSPaint,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X64,,6.2410.13017.0,Microsoft.MSPaint_6.2410.13017.0_x64__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.MSPaint_6.2410.13017.0_x64__8wekyb3d8bbwe,FALSE,Microsoft.MSPaint_8wekyb3d8bbwe,8wekyb3d8bbwe,{S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: Installed},FALSE,FALSE,FALSE,FALSE,FALSE,Store,Ok,"{Microsoft.UI.Xaml.2.0_2.1810.18004.0_x64__8wekyb3d8bbwe, Microsoft.VCLibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe}"
221,5319275A.WhatsAppDesktop,CN=24803D75-212C-471A-BC57-9EF86AB91435,X64,,2.2445.7.0,5319275A.WhatsAppDesktop_2.2445.7.0_x64__cv1g1gvanyjgm,C:\Program Files\WindowsApps\5319275A.WhatsAppDesktop_2.2445.7.0_x64__cv1g1gvanyjgm,FALSE,5319275A.WhatsAppDesktop_cv1g1gvanyjgm,cv1g1gvanyjgm,{S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: Installed},FALSE,FALSE,FALSE,FALSE,FALSE,Store,DependencyIssue,"{Microsoft.UI.Xaml.2.8_8.2310.30001.0_x64__8wekyb3d8bbwe, Microsoft.NET.Native.Framework.2.2_2.2.29512.0_x64__8wekyb3d8bbwe,  Microsoft.NET.Native.Runtime.2.2_2.2.28604.0_x64__8wekyb3d8bbwe, Microsoft.VCLibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe...}"
222,Microsoft.VP9VideoExtensions,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X64,,1.2.2.0,Microsoft.VP9VideoExtensions_1.2.2.0_x64__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.VP9VideoExtensions_1.2.2.0_x64__8wekyb3d8bbwe,FALSE,Microsoft.VP9VideoExtensions_8wekyb3d8bbwe,8wekyb3d8bbwe,{S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: 4},FALSE,FALSE,FALSE,FALSE,FALSE,Store,"Modified, DeploymentInProgress, Servicing, NeedsRemediation",
223,Mozilla.Firefox,CN=082E9164-EE6C-4EC8-B62C-441FAE7BEFA1,X64,,132.0.2.0,Mozilla.Firefox_132.0.2.0_x64__n80bbvh6b1yt2,C:\Program Files\WindowsApps\Mozilla.Firefox_132.0.2.0_x64__n80bbvh6b1yt2,FALSE,Mozilla.Firefox_n80bbvh6b1yt2,n80bbvh6b1yt2,{S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: Installed},FALSE,FALSE,FALSE,FALSE,FALSE,Store,Ok,
224,Microsoft.DesktopAppInstaller,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",X64,,1.24.25200.0,Microsoft.DesktopAppInstaller_1.24.25200.0_x64__8wekyb3d8bbwe,C:\Program Files\WindowsApps\Microsoft.DesktopAppInstaller_1.24.25200.0_x64__8wekyb3d8bbwe,FALSE,Microsoft.DesktopAppInstaller_8wekyb3d8bbwe,8wekyb3d8bbwe,{S-1-5-21-1428617228-3619789452-947911753-1002 [S-1-5-21-1428617228-3619789452-947911753-1002]: Staged},FALSE,FALSE,FALSE,FALSE,FALSE,Store,"DeploymentInProgress, Servicing",
225,MozillaThunderbird.MZLA,CN=D72CA2AC-1021-4C81-8ED2-0CF10CF5F5B6,X64,,128.4.3.0,MozillaThunderbird.MZLA_128.4.3.0_x64__h5892qc0xkpca,C:\Program Files\WindowsApps\MozillaThunderbird.MZLA_128.4.3.0_x64__h5892qc0xkpca,FALSE,MozillaThunderbird.MZLA_h5892qc0xkpca,h5892qc0xkpca,{S-1-5-21-1428617228-3619789452-947911753-1001 [adnan]: Installed},FALSE,FALSE,FALSE,FALSE,FALSE,Store,Ok,
